date,timestamp,share_size,execution_price,remaining_shares,transaction_cost,action
2023-11-29,2023-11-29 13:32:00+00:00,36,190.93,896,2.6637504e-05,36
2023-11-29,2023-11-29 13:33:00+00:00,50,190.91,846,3.139259952047298e-05,50
2023-11-29,2023-11-29 13:34:00+00:00,36,190.8,810,2.6637504e-05,36
2023-11-29,2023-11-29 13:35:00+00:00,36,190.75,774,2.6637504e-05,36
2023-11-29,2023-11-29 13:36:00+00:00,55,190.72,719,3.292483614413411e-05,55
2023-11-29,2023-11-29 13:37:00+00:00,8,190.72,711,1.255703980818919e-05,8
2023-11-29,2023-11-29 13:38:00+00:00,46,190.67,665,3.0110723675803213e-05,46
2023-11-29,2023-11-29 13:39:00+00:00,40,190.7,625,2.807839460728195e-05,40
2023-11-29,2023-11-29 13:40:00+00:00,33,190.69,592,2.5503468412567888e-05,33
2023-11-29,2023-11-29 13:41:00+00:00,69,190.76,523,3.687795439582928e-05,69
2023-11-29,2023-11-29 13:42:00+00:00,73,190.8,450,3.7931822323651786e-05,73
2023-11-29,2023-11-29 13:43:00+00:00,45,190.71,405,2.978163484746128e-05,45
2023-11-29,2023-11-29 13:44:00+00:00,40,190.74,365,2.807839460728195e-05,40
2023-11-29,2023-11-29 13:45:00+00:00,10,190.75,355,1.4039197303640975e-05,10
2023-11-29,2023-11-29 13:46:00+00:00,89,190.8,266,4.188295169018039e-05,89
2023-11-29,2023-11-29 13:47:00+00:00,10,190.8,256,1.4039197303640975e-05,10
2023-11-29,2023-11-29 13:49:00+00:00,35,190.78,221,2.6264933147772528e-05,35
2023-11-29,2023-11-29 13:50:00+00:00,36,190.75,185,2.6637504e-05,36
2023-11-29,2023-11-29 13:51:00+00:00,36,190.78,149,2.6637504e-05,36
2023-11-29,2023-11-29 13:52:00+00:00,40,190.77,109,2.807839460728195e-05,40
2023-11-29,2023-11-29 13:53:00+00:00,7,190.77,102,1.174603518858138e-05,7
2023-11-29,2023-11-29 13:56:00+00:00,40,190.73,62,2.807839460728195e-05,40
2023-11-29,2023-11-29 13:57:00+00:00,40,190.78,22,2.807839460728195e-05,40
2023-11-29,2023-11-29 13:58:00+00:00,10,190.78,12,1.4039197303640975e-05,10
2023-11-29,2023-11-29 13:59:00+00:00,12,190.7,0,1.5379170104939733e-05,72
2023-12-06,2023-12-06 13:30:00+00:00,36,193.74,964,2.6637504e-05,36
2023-12-06,2023-12-06 13:31:00+00:00,40,193.8,924,2.807839460728195e-05,40
2023-12-06,2023-12-06 13:32:00+00:00,89,193.89,835,4.188295169018039e-05,89
2023-12-06,2023-12-06 13:33:00+00:00,60,193.96,775,3.438886979217782e-05,60
2023-12-06,2023-12-06 13:34:00+00:00,45,194.0,730,2.978163484746128e-05,45
2023-12-06,2023-12-06 13:35:00+00:00,18,193.9,712,1.8835559712283782e-05,18
2023-12-06,2023-12-06 13:36:00+00:00,36,193.87,676,2.6637504e-05,36
2023-12-06,2023-12-06 13:37:00+00:00,36,193.84,640,2.6637504e-05,36
2023-12-06,2023-12-06 13:38:00+00:00,10,193.84,630,1.4039197303640975e-05,10
2023-12-06,2023-12-06 13:39:00+00:00,7,193.93,623,1.174603518858138e-05,7
2023-12-06,2023-12-06 13:40:00+00:00,10,193.92,613,1.4039197303640975e-05,10
2023-12-06,2023-12-06 13:41:00+00:00,10,193.93,603,1.4039197303640975e-05,10
2023-12-06,2023-12-06 13:42:00+00:00,36,193.93,567,2.6637504e-05,36
2023-12-06,2023-12-06 13:43:00+00:00,10,193.93,557,1.4039197303640975e-05,10
2023-12-06,2023-12-06 13:44:00+00:00,82,194.0,475,4.020214297311267e-05,82
2023-12-06,2023-12-06 13:45:00+00:00,24,193.95,451,2.1749430940448624e-05,24
2023-12-06,2023-12-06 13:46:00+00:00,13,193.91,438,1.600714775372952e-05,13
2023-12-06,2023-12-06 13:47:00+00:00,10,193.92,428,1.4039197303640975e-05,10
2023-12-06,2023-12-06 13:48:00+00:00,55,193.91,373,3.292483614413411e-05,55
2023-12-06,2023-12-06 13:49:00+00:00,60,193.91,313,3.438886979217782e-05,60
2023-12-06,2023-12-06 13:50:00+00:00,7,193.88,306,1.174603518858138e-05,7
2023-12-06,2023-12-06 13:51:00+00:00,61,193.94,245,3.4674259497160366e-05,61
2023-12-06,2023-12-06 13:52:00+00:00,10,193.91,235,1.4039197303640975e-05,10
2023-12-06,2023-12-06 13:53:00+00:00,36,193.96,199,2.6637504e-05,36
2023-12-06,2023-12-06 13:54:00+00:00,61,193.91,138,3.4674259497160366e-05,61
2023-12-06,2023-12-06 13:55:00+00:00,10,193.94,128,1.4039197303640975e-05,10
2023-12-06,2023-12-06 13:56:00+00:00,8,193.98,120,1.255703980818919e-05,8
2023-12-06,2023-12-06 13:57:00+00:00,18,194.0,102,1.8835559712283782e-05,18
2023-12-06,2023-12-06 13:58:00+00:00,77,194.02,25,3.895719149483587e-05,77
2023-12-06,2023-12-06 13:59:00+00:00,25,194.04,0,2.219792e-05,36
2023-12-14,2023-12-14 13:30:00+00:00,13,198.08,987,1.600714775372952e-05,13
2023-12-14,2023-12-14 13:31:00+00:00,10,198.06,977,1.4039197303640975e-05,10
2023-12-14,2023-12-14 13:32:00+00:00,10,197.97,967,1.4039197303640975e-05,10
2023-12-14,2023-12-14 13:33:00+00:00,7,197.94,960,1.174603518858138e-05,7
2023-12-14,2023-12-14 13:34:00+00:00,7,198.01,953,1.174603518858138e-05,7
2023-12-14,2023-12-14 13:35:00+00:00,45,198.03,908,2.978163484746128e-05,45
2023-12-14,2023-12-14 13:36:00+00:00,46,198.04,862,3.0110723675803213e-05,46
2023-12-14,2023-12-14 13:37:00+00:00,10,198.05,852,1.4039197303640975e-05,10
2023-12-14,2023-12-14 13:38:00+00:00,7,198.05,845,1.174603518858138e-05,7
2023-12-14,2023-12-14 13:39:00+00:00,10,198.05,835,1.4039197303640975e-05,10
2023-12-14,2023-12-14 13:40:00+00:00,10,198.06,825,1.4039197303640975e-05,10
2023-12-14,2023-12-14 13:41:00+00:00,89,198.04,736,4.188295169018039e-05,89
2023-12-14,2023-12-14 13:42:00+00:00,36,198.06,700,2.6637504e-05,36
2023-12-14,2023-12-14 13:43:00+00:00,10,198.08,690,1.4039197303640975e-05,10
2023-12-14,2023-12-14 13:44:00+00:00,36,198.07,654,2.6637504e-05,36
2023-12-14,2023-12-14 13:45:00+00:00,7,198.05,647,1.174603518858138e-05,7
2023-12-14,2023-12-14 13:46:00+00:00,36,198.05,611,2.6637504e-05,36
2023-12-14,2023-12-14 13:47:00+00:00,36,198.07,575,2.6637504e-05,36
2023-12-14,2023-12-14 13:48:00+00:00,46,198.06,529,3.0110723675803213e-05,46
2023-12-14,2023-12-14 13:49:00+00:00,36,198.08,493,2.6637504e-05,36
2023-12-14,2023-12-14 13:51:00+00:00,72,198.05,421,3.7671119424567565e-05,72
2023-12-14,2023-12-14 13:52:00+00:00,20,198.07,401,1.9854423231640855e-05,20
2023-12-14,2023-12-14 13:53:00+00:00,36,198.1,365,2.6637504e-05,36
2023-12-14,2023-12-14 13:54:00+00:00,40,198.18,325,2.807839460728195e-05,40
2023-12-14,2023-12-14 13:55:00+00:00,10,198.21,315,1.4039197303640975e-05,10
2023-12-14,2023-12-14 13:56:00+00:00,18,198.2,297,1.8835559712283782e-05,18
2023-12-14,2023-12-14 13:57:00+00:00,46,198.23,251,3.0110723675803213e-05,46
2023-12-14,2023-12-14 13:58:00+00:00,10,198.29,241,1.4039197303640975e-05,10
2023-12-14,2023-12-14 13:59:00+00:00,36,198.27,205,2.6637504e-05,36
2023-12-14,2023-12-14 14:00:00+00:00,13,198.26,192,1.600714775372952e-05,13
2023-12-14,2023-12-14 14:01:00+00:00,89,198.18,103,4.188295169018039e-05,89
2023-12-14,2023-12-14 14:02:00+00:00,61,198.17,42,3.4674259497160366e-05,61
2023-12-14,2023-12-14 14:03:00+00:00,10,198.17,32,1.4039197303640975e-05,10
2023-12-14,2023-12-14 14:04:00+00:00,32,198.18,0,2.511407961637838e-05,73
2023-12-15,2023-12-15 13:30:00+00:00,10,198.11,990,1.4039197303640975e-05,10
2023-12-15,2023-12-15 13:31:00+00:00,40,198.07,950,2.807839460728195e-05,40
2023-12-15,2023-12-15 13:32:00+00:00,45,198.03,905,2.978163484746128e-05,45
2023-12-15,2023-12-15 13:33:00+00:00,10,197.95,895,1.4039197303640975e-05,10
2023-12-15,2023-12-15 13:34:00+00:00,10,197.9,885,1.4039197303640975e-05,10
2023-12-15,2023-12-15 13:35:00+00:00,10,197.95,875,1.4039197303640975e-05,10
2023-12-15,2023-12-15 13:36:00+00:00,58,197.95,817,3.3810864428423715e-05,58
2023-12-15,2023-12-15 13:37:00+00:00,40,197.96,777,2.807839460728195e-05,40
2023-12-15,2023-12-15 13:38:00+00:00,40,198.08,737,2.807839460728195e-05,40
2023-12-15,2023-12-15 13:39:00+00:00,40,198.08,697,2.807839460728195e-05,40
2023-12-15,2023-12-15 13:40:00+00:00,46,198.11,651,3.0110723675803213e-05,46
2023-12-15,2023-12-15 13:41:00+00:00,36,198.13,615,2.6637504e-05,36
2023-12-15,2023-12-15 13:42:00+00:00,40,198.05,575,2.807839460728195e-05,40
2023-12-15,2023-12-15 13:43:00+00:00,10,198.04,565,1.4039197303640975e-05,10
2023-12-15,2023-12-15 13:44:00+00:00,10,198.14,555,1.4039197303640975e-05,10
2023-12-15,2023-12-15 13:45:00+00:00,36,198.18,519,2.6637504e-05,36
2023-12-15,2023-12-15 13:46:00+00:00,77,198.25,442,3.895719149483587e-05,77
2023-12-15,2023-12-15 13:47:00+00:00,10,198.28,432,1.4039197303640975e-05,10
2023-12-15,2023-12-15 13:48:00+00:00,40,198.26,392,2.807839460728195e-05,40
2023-12-15,2023-12-15 13:49:00+00:00,40,198.21,352,2.807839460728195e-05,40
2023-12-15,2023-12-15 13:50:00+00:00,33,198.22,319,2.5503468412567888e-05,33
2023-12-15,2023-12-15 13:51:00+00:00,89,198.18,230,4.188295169018039e-05,89
2023-12-15,2023-12-15 13:53:00+00:00,36,198.14,194,2.6637504e-05,36
2023-12-15,2023-12-15 13:54:00+00:00,10,198.15,184,1.4039197303640975e-05,10
2023-12-15,2023-12-15 13:55:00+00:00,40,198.16,144,2.807839460728195e-05,40
2023-12-15,2023-12-15 13:56:00+00:00,52,198.17,92,3.201429550745904e-05,52
2023-12-15,2023-12-15 13:57:00+00:00,89,198.15,3,4.188295169018039e-05,89
2023-12-15,2023-12-15 13:58:00+00:00,3,198.16,0,7.689585052469867e-06,89
2023-12-18,2023-12-18 13:30:00+00:00,46,196.36,954,3.0110723675803213e-05,46
2023-12-18,2023-12-18 13:31:00+00:00,7,196.4,947,1.174603518858138e-05,7
2023-12-18,2023-12-18 13:32:00+00:00,45,196.39,902,2.978163484746128e-05,45
2023-12-18,2023-12-18 13:33:00+00:00,20,196.42,882,1.9854423231640855e-05,20
2023-12-18,2023-12-18 13:34:00+00:00,18,196.4,864,1.8835559712283782e-05,18
2023-12-18,2023-12-18 13:35:00+00:00,7,196.4,857,1.174603518858138e-05,7
2023-12-18,2023-12-18 13:36:00+00:00,10,196.4,847,1.4039197303640975e-05,10
2023-12-18,2023-12-18 13:37:00+00:00,89,196.36,758,4.188295169018039e-05,89
2023-12-18,2023-12-18 13:38:00+00:00,72,196.26,686,3.7671119424567565e-05,72
2023-12-18,2023-12-18 13:39:00+00:00,50,196.28,636,3.139259952047298e-05,50
2023-12-18,2023-12-18 13:40:00+00:00,7,196.18,629,1.174603518858138e-05,7
2023-12-18,2023-12-18 13:41:00+00:00,46,196.16,583,3.0110723675803213e-05,46
2023-12-18,2023-12-18 13:42:00+00:00,40,196.18,543,2.807839460728195e-05,40
2023-12-18,2023-12-18 13:43:00+00:00,40,196.22,503,2.807839460728195e-05,40
2023-12-18,2023-12-18 13:44:00+00:00,75,196.19,428,3.8447925262349336e-05,75
2023-12-18,2023-12-18 13:45:00+00:00,10,196.11,418,1.4039197303640975e-05,10
2023-12-18,2023-12-18 13:46:00+00:00,40,196.18,378,2.807839460728195e-05,40
2023-12-18,2023-12-18 13:47:00+00:00,64,196.21,314,3.5516672e-05,64
2023-12-18,2023-12-18 13:49:00+00:00,18,196.21,296,1.8835559712283782e-05,18
2023-12-18,2023-12-18 13:50:00+00:00,91,196.2,205,4.2350932155834495e-05,91
2023-12-18,2023-12-18 13:51:00+00:00,33,196.2,172,2.5503468412567888e-05,33
2023-12-18,2023-12-18 13:52:00+00:00,40,196.17,132,2.807839460728195e-05,40
2023-12-18,2023-12-18 13:53:00+00:00,36,196.21,96,2.6637504e-05,36
2023-12-18,2023-12-18 13:54:00+00:00,10,196.22,86,1.4039197303640975e-05,10
2023-12-18,2023-12-18 13:55:00+00:00,76,196.21,10,3.870339601472016e-05,76
2023-12-18,2023-12-18 13:56:00+00:00,7,196.17,3,1.174603518858138e-05,7
2023-12-18,2023-12-18 13:57:00+00:00,3,196.19,0,7.689585052469867e-06,10
2023-12-26,2023-12-26 13:30:00+00:00,36,193.71,964,2.6637504e-05,36
2023-12-26,2023-12-26 13:31:00+00:00,10,193.71,954,1.4039197303640975e-05,10
2023-12-26,2023-12-26 13:32:00+00:00,60,193.67,894,3.438886979217782e-05,60
2023-12-26,2023-12-26 13:33:00+00:00,40,193.64,854,2.807839460728195e-05,40
2023-12-26,2023-12-26 13:34:00+00:00,7,193.59,847,1.174603518858138e-05,7
2023-12-26,2023-12-26 13:35:00+00:00,36,193.56,811,2.6637504e-05,36
2023-12-26,2023-12-26 13:36:00+00:00,36,193.53,775,2.6637504e-05,36
2023-12-26,2023-12-26 13:37:00+00:00,44,193.51,731,2.9448868706530376e-05,44
2023-12-26,2023-12-26 13:38:00+00:00,36,193.49,695,2.6637504e-05,36
2023-12-26,2023-12-26 13:39:00+00:00,36,193.49,659,2.6637504e-05,36
2023-12-26,2023-12-26 13:40:00+00:00,61,193.48,598,3.4674259497160366e-05,61
2023-12-26,2023-12-26 13:41:00+00:00,20,193.5,578,1.9854423231640855e-05,20
2023-12-26,2023-12-26 13:42:00+00:00,7,193.46,571,1.174603518858138e-05,7
2023-12-26,2023-12-26 13:43:00+00:00,10,193.43,561,1.4039197303640975e-05,10
2023-12-26,2023-12-26 13:44:00+00:00,13,193.37,548,1.600714775372952e-05,13
2023-12-26,2023-12-26 13:45:00+00:00,20,193.35,528,1.9854423231640855e-05,20
2023-12-26,2023-12-26 13:46:00+00:00,82,193.38,446,4.020214297311267e-05,82
2023-12-26,2023-12-26 13:47:00+00:00,10,193.38,436,1.4039197303640975e-05,10
2023-12-26,2023-12-26 13:48:00+00:00,10,193.37,426,1.4039197303640975e-05,10
2023-12-26,2023-12-26 13:49:00+00:00,55,193.36,371,3.292483614413411e-05,55
2023-12-26,2023-12-26 13:50:00+00:00,40,193.4,331,2.807839460728195e-05,40
2023-12-26,2023-12-26 13:51:00+00:00,10,193.45,321,1.4039197303640975e-05,10
2023-12-26,2023-12-26 13:52:00+00:00,10,193.43,311,1.4039197303640975e-05,10
2023-12-26,2023-12-26 13:53:00+00:00,10,193.43,301,1.4039197303640975e-05,10
2023-12-26,2023-12-26 13:54:00+00:00,89,193.39,212,4.188295169018039e-05,89
2023-12-26,2023-12-26 13:55:00+00:00,10,193.46,202,1.4039197303640975e-05,10
2023-12-26,2023-12-26 13:56:00+00:00,10,193.49,192,1.4039197303640975e-05,10
2023-12-26,2023-12-26 13:57:00+00:00,46,193.5,146,3.0110723675803213e-05,46
2023-12-26,2023-12-26 13:58:00+00:00,18,193.49,128,1.8835559712283782e-05,18
2023-12-26,2023-12-26 13:59:00+00:00,45,193.52,83,2.978163484746128e-05,45
2023-12-26,2023-12-26 14:00:00+00:00,36,193.5,47,2.6637504e-05,36
2023-12-26,2023-12-26 14:01:00+00:00,40,193.51,7,2.807839460728195e-05,40
2023-12-26,2023-12-26 14:02:00+00:00,7,193.52,0,1.174603518858138e-05,72
2023-12-28,2023-12-28 13:30:00+00:00,40,193.67,960,2.807839460728195e-05,40
2023-12-28,2023-12-28 13:31:00+00:00,7,193.66,953,1.174603518858138e-05,7
2023-12-28,2023-12-28 13:32:00+00:00,61,193.66,892,3.4674259497160366e-05,61
2023-12-28,2023-12-28 13:33:00+00:00,7,193.65,885,1.174603518858138e-05,7
2023-12-28,2023-12-28 13:34:00+00:00,7,193.65,878,1.174603518858138e-05,7
2023-12-28,2023-12-28 13:35:00+00:00,20,193.67,858,1.9854423231640855e-05,20
2023-12-28,2023-12-28 13:36:00+00:00,7,193.68,851,1.174603518858138e-05,7
2023-12-28,2023-12-28 13:37:00+00:00,7,193.68,844,1.174603518858138e-05,7
2023-12-28,2023-12-28 13:38:00+00:00,72,193.67,772,3.7671119424567565e-05,72
2023-12-28,2023-12-28 13:39:00+00:00,18,193.64,754,1.8835559712283782e-05,18
2023-12-28,2023-12-28 13:40:00+00:00,40,193.62,714,2.807839460728195e-05,40
2023-12-28,2023-12-28 13:41:00+00:00,60,193.63,654,3.438886979217782e-05,60
2023-12-28,2023-12-28 13:42:00+00:00,40,193.65,614,2.807839460728195e-05,40
2023-12-28,2023-12-28 13:43:00+00:00,40,193.67,574,2.807839460728195e-05,40
2023-12-28,2023-12-28 13:45:00+00:00,60,193.69,514,3.438886979217782e-05,60
2023-12-28,2023-12-28 13:48:00+00:00,89,193.7,425,4.188295169018039e-05,89
2023-12-28,2023-12-28 13:49:00+00:00,45,193.7,380,2.978163484746128e-05,45
2023-12-28,2023-12-28 13:50:00+00:00,10,193.69,370,1.4039197303640975e-05,10
2023-12-28,2023-12-28 13:52:00+00:00,10,193.66,360,1.4039197303640975e-05,10
2023-12-28,2023-12-28 13:55:00+00:00,40,193.66,320,2.807839460728195e-05,40
2023-12-28,2023-12-28 13:56:00+00:00,36,193.67,284,2.6637504e-05,36
2023-12-28,2023-12-28 13:57:00+00:00,36,193.69,248,2.6637504e-05,36
2023-12-28,2023-12-28 13:58:00+00:00,10,193.68,238,1.4039197303640975e-05,10
2023-12-28,2023-12-28 13:59:00+00:00,8,193.67,230,1.255703980818919e-05,8
2023-12-28,2023-12-28 14:00:00+00:00,33,193.63,197,2.5503468412567888e-05,33
2023-12-28,2023-12-28 14:01:00+00:00,7,193.59,190,1.174603518858138e-05,7
2023-12-28,2023-12-28 14:02:00+00:00,7,193.54,183,1.174603518858138e-05,7
2023-12-28,2023-12-28 14:03:00+00:00,7,193.54,176,1.174603518858138e-05,7
2023-12-28,2023-12-28 14:05:00+00:00,36,193.51,140,2.6637504e-05,36
2023-12-28,2023-12-28 14:06:00+00:00,46,193.51,94,3.0110723675803213e-05,46
2023-12-28,2023-12-28 14:07:00+00:00,40,193.52,54,2.807839460728195e-05,40
2023-12-28,2023-12-28 14:08:00+00:00,10,193.5,44,1.4039197303640975e-05,10
2023-12-28,2023-12-28 14:09:00+00:00,44,193.49,0,2.9448868706530376e-05,82
2024-01-11,2024-01-11 13:30:00+00:00,40,187.05,960,2.807839460728195e-05,40
2024-01-11,2024-01-11 13:31:00+00:00,50,186.15,910,3.139259952047298e-05,50
2024-01-11,2024-01-11 13:32:00+00:00,7,186.01,903,1.174603518858138e-05,7
2024-01-11,2024-01-11 13:33:00+00:00,72,186.22,831,3.7671119424567565e-05,72
2024-01-11,2024-01-11 13:34:00+00:00,89,186.39,742,4.188295169018039e-05,89
2024-01-11,2024-01-11 13:35:00+00:00,61,186.45,681,3.4674259497160366e-05,61
2024-01-11,2024-01-11 13:36:00+00:00,36,186.49,645,2.6637504e-05,36
2024-01-11,2024-01-11 13:37:00+00:00,10,186.46,635,1.4039197303640975e-05,10
2024-01-11,2024-01-11 13:38:00+00:00,7,186.32,628,1.174603518858138e-05,7
2024-01-11,2024-01-11 13:39:00+00:00,60,186.27,568,3.438886979217782e-05,60
2024-01-11,2024-01-11 13:40:00+00:00,36,186.16,532,2.6637504e-05,36
2024-01-11,2024-01-11 13:41:00+00:00,28,186.0,504,2.349207037716276e-05,28
2024-01-11,2024-01-11 13:42:00+00:00,25,186.18,479,2.219792e-05,25
2024-01-11,2024-01-11 13:43:00+00:00,55,186.25,424,3.292483614413411e-05,55
2024-01-11,2024-01-11 13:44:00+00:00,7,186.1,417,1.174603518858138e-05,7
2024-01-11,2024-01-11 13:45:00+00:00,10,186.18,407,1.4039197303640975e-05,10
2024-01-11,2024-01-11 13:46:00+00:00,40,186.17,367,2.807839460728195e-05,40
2024-01-11,2024-01-11 13:47:00+00:00,72,186.2,295,3.7671119424567565e-05,72
2024-01-11,2024-01-11 13:48:00+00:00,7,186.18,288,1.174603518858138e-05,7
2024-01-11,2024-01-11 13:49:00+00:00,40,186.18,248,2.807839460728195e-05,40
2024-01-11,2024-01-11 13:50:00+00:00,30,185.98,218,2.4316603027390154e-05,30
2024-01-11,2024-01-11 13:51:00+00:00,13,186.04,205,1.600714775372952e-05,13
2024-01-11,2024-01-11 13:52:00+00:00,7,186.03,198,1.174603518858138e-05,7
2024-01-11,2024-01-11 13:53:00+00:00,61,185.95,137,3.4674259497160366e-05,61
2024-01-11,2024-01-11 13:54:00+00:00,7,185.92,130,1.174603518858138e-05,7
2024-01-11,2024-01-11 13:55:00+00:00,10,185.91,120,1.4039197303640975e-05,10
2024-01-11,2024-01-11 13:56:00+00:00,36,185.92,84,2.6637504e-05,36
2024-01-11,2024-01-11 13:57:00+00:00,73,185.88,11,3.7931822323651786e-05,73
2024-01-11,2024-01-11 13:58:00+00:00,10,185.72,1,1.4039197303640975e-05,10
2024-01-11,2024-01-11 13:59:00+00:00,1,185.67,0,4.439584e-06,10
2024-01-22,2024-01-22 13:30:00+00:00,45,192.41,955,2.978163484746128e-05,45
2024-01-22,2024-01-22 13:31:00+00:00,7,192.41,948,1.174603518858138e-05,7
2024-01-22,2024-01-22 13:32:00+00:00,10,192.31,938,1.4039197303640975e-05,10
2024-01-22,2024-01-22 13:33:00+00:00,25,192.15,913,2.219792e-05,25
2024-01-22,2024-01-22 13:34:00+00:00,10,192.2,903,1.4039197303640975e-05,10
2024-01-22,2024-01-22 13:35:00+00:00,73,192.22,830,3.7931822323651786e-05,73
2024-01-22,2024-01-22 13:36:00+00:00,40,192.22,790,2.807839460728195e-05,40
2024-01-22,2024-01-22 13:37:00+00:00,72,192.15,718,3.7671119424567565e-05,72
2024-01-22,2024-01-22 13:38:00+00:00,20,192.15,698,1.9854423231640855e-05,20
2024-01-22,2024-01-22 13:39:00+00:00,7,192.15,691,1.174603518858138e-05,7
2024-01-22,2024-01-22 13:40:00+00:00,8,192.08,683,1.255703980818919e-05,8
2024-01-22,2024-01-22 13:41:00+00:00,20,192.1,663,1.9854423231640855e-05,20
2024-01-22,2024-01-22 13:42:00+00:00,10,192.06,653,1.4039197303640975e-05,10
2024-01-22,2024-01-22 13:43:00+00:00,10,192.05,643,1.4039197303640975e-05,10
2024-01-22,2024-01-22 13:44:00+00:00,7,192.04,636,1.174603518858138e-05,7
2024-01-22,2024-01-22 13:45:00+00:00,10,192.03,626,1.4039197303640975e-05,10
2024-01-22,2024-01-22 13:46:00+00:00,10,192.04,616,1.4039197303640975e-05,10
2024-01-22,2024-01-22 13:47:00+00:00,33,192.1,583,2.5503468412567888e-05,33
2024-01-22,2024-01-22 13:48:00+00:00,75,192.16,508,3.8447925262349336e-05,75
2024-01-22,2024-01-22 13:49:00+00:00,10,192.21,498,1.4039197303640975e-05,10
2024-01-22,2024-01-22 13:50:00+00:00,36,192.24,462,2.6637504e-05,36
2024-01-22,2024-01-22 13:51:00+00:00,13,192.28,449,1.600714775372952e-05,13
2024-01-22,2024-01-22 13:52:00+00:00,33,192.26,416,2.5503468412567888e-05,33
2024-01-22,2024-01-22 13:53:00+00:00,10,192.2,406,1.4039197303640975e-05,10
2024-01-22,2024-01-22 13:54:00+00:00,10,192.15,396,1.4039197303640975e-05,10
2024-01-22,2024-01-22 13:55:00+00:00,24,192.15,372,2.1749430940448624e-05,24
2024-01-22,2024-01-22 13:56:00+00:00,10,192.16,362,1.4039197303640975e-05,10
2024-01-22,2024-01-22 13:57:00+00:00,36,192.13,326,2.6637504e-05,36
2024-01-22,2024-01-22 13:58:00+00:00,64,192.13,262,3.5516672e-05,64
2024-01-22,2024-01-22 13:59:00+00:00,36,192.17,226,2.6637504e-05,36
2024-01-22,2024-01-22 14:00:00+00:00,52,192.17,174,3.201429550745904e-05,52
2024-01-22,2024-01-22 14:01:00+00:00,64,192.11,110,3.5516672e-05,64
2024-01-22,2024-01-22 14:02:00+00:00,64,192.12,46,3.5516672e-05,64
2024-01-22,2024-01-22 14:03:00+00:00,10,192.11,36,1.4039197303640975e-05,10
2024-01-22,2024-01-22 14:04:00+00:00,36,192.02,0,2.6637504e-05,55
2024-01-24,2024-01-24 13:30:00+00:00,55,195.43,945,3.292483614413411e-05,55
2024-01-24,2024-01-24 13:31:00+00:00,36,195.41,909,2.6637504e-05,36
2024-01-24,2024-01-24 13:32:00+00:00,49,195.44,860,3.1077088e-05,49
2024-01-24,2024-01-24 13:33:00+00:00,89,195.45,771,4.188295169018039e-05,89
2024-01-24,2024-01-24 13:35:00+00:00,89,195.45,682,4.188295169018039e-05,89
2024-01-24,2024-01-24 13:36:00+00:00,10,195.42,672,1.4039197303640975e-05,10
2024-01-24,2024-01-24 13:37:00+00:00,7,195.37,665,1.174603518858138e-05,7
2024-01-24,2024-01-24 13:38:00+00:00,7,195.34,658,1.174603518858138e-05,7
2024-01-24,2024-01-24 13:39:00+00:00,10,195.35,648,1.4039197303640975e-05,10
2024-01-24,2024-01-24 13:40:00+00:00,13,195.29,635,1.600714775372952e-05,13
2024-01-24,2024-01-24 13:42:00+00:00,7,195.26,628,1.174603518858138e-05,7
2024-01-24,2024-01-24 13:43:00+00:00,60,195.26,568,3.438886979217782e-05,60
2024-01-24,2024-01-24 13:44:00+00:00,89,195.26,479,4.188295169018039e-05,89
2024-01-24,2024-01-24 13:45:00+00:00,10,195.27,469,1.4039197303640975e-05,10
2024-01-24,2024-01-24 13:46:00+00:00,46,195.26,423,3.0110723675803213e-05,46
2024-01-24,2024-01-24 13:47:00+00:00,61,195.28,362,3.4674259497160366e-05,61
2024-01-24,2024-01-24 13:49:00+00:00,40,195.29,322,2.807839460728195e-05,40
2024-01-24,2024-01-24 13:50:00+00:00,73,195.28,249,3.7931822323651786e-05,73
2024-01-24,2024-01-24 13:51:00+00:00,10,195.28,239,1.4039197303640975e-05,10
2024-01-24,2024-01-24 13:52:00+00:00,89,195.32,150,4.188295169018039e-05,89
2024-01-24,2024-01-24 13:53:00+00:00,36,195.29,114,2.6637504e-05,36
2024-01-24,2024-01-24 13:54:00+00:00,40,195.3,74,2.807839460728195e-05,40
2024-01-24,2024-01-24 13:55:00+00:00,10,195.31,64,1.4039197303640975e-05,10
2024-01-24,2024-01-24 13:56:00+00:00,40,195.3,24,2.807839460728195e-05,40
2024-01-24,2024-01-24 13:58:00+00:00,24,195.42,0,2.1749430940448624e-05,36
2024-02-06,2024-02-06 13:30:00+00:00,60,187.7,940,3.438886979217782e-05,60
2024-02-06,2024-02-06 13:31:00+00:00,32,187.7,908,2.511407961637838e-05,32
2024-02-06,2024-02-06 13:32:00+00:00,7,187.69,901,1.174603518858138e-05,7
2024-02-06,2024-02-06 13:33:00+00:00,50,187.69,851,3.139259952047298e-05,50
2024-02-06,2024-02-06 13:35:00+00:00,10,187.67,841,1.4039197303640975e-05,10
2024-02-06,2024-02-06 13:36:00+00:00,64,187.69,777,3.5516672e-05,64
2024-02-06,2024-02-06 13:37:00+00:00,10,187.67,767,1.4039197303640975e-05,10
2024-02-06,2024-02-06 13:38:00+00:00,60,187.65,707,3.438886979217782e-05,60
2024-02-06,2024-02-06 13:39:00+00:00,10,187.62,697,1.4039197303640975e-05,10
