date,timestamp,share_size,execution_price,remaining_shares,transaction_cost,action
2024-05-23,2024-05-23 13:47:00+00:00,45,189.56,191,2.978163484746128e-05,45
2024-05-23,2024-05-23 13:48:00+00:00,10,189.59,181,1.4039197303640975e-05,10
2024-05-23,2024-05-23 13:49:00+00:00,27,189.5,154,2.30687551574096e-05,27
2024-05-23,2024-05-23 13:50:00+00:00,44,189.6,110,2.9448868706530376e-05,44
2024-05-23,2024-05-23 13:51:00+00:00,56,189.58,54,3.3222804535606804e-05,56
2024-05-23,2024-05-23 13:52:00+00:00,33,189.54,21,2.5503468412567888e-05,33
2024-05-23,2024-05-23 13:53:00+00:00,21,189.49,0,2.0344729734114827e-05,77
2024-05-28,2024-05-28 13:30:00+00:00,46,191.64,954,3.0110723675803213e-05,46
2024-05-28,2024-05-28 13:31:00+00:00,33,191.55,921,2.5503468412567888e-05,33
2024-05-28,2024-05-28 13:32:00+00:00,89,191.63,832,4.188295169018039e-05,89
2024-05-28,2024-05-28 13:33:00+00:00,83,191.85,749,4.0446535151031764e-05,83
2024-05-28,2024-05-28 13:34:00+00:00,78,192.17,671,3.920934423397525e-05,78
2024-05-28,2024-05-28 13:35:00+00:00,48,192.31,623,3.0758340209879466e-05,48
2024-05-28,2024-05-28 13:36:00+00:00,77,192.22,546,3.895719149483587e-05,77
2024-05-28,2024-05-28 13:37:00+00:00,77,192.58,469,3.895719149483587e-05,77
2024-05-28,2024-05-28 13:38:00+00:00,77,192.98,392,3.895719149483587e-05,77
2024-05-28,2024-05-28 13:39:00+00:00,46,192.82,346,3.0110723675803213e-05,46
2024-05-28,2024-05-28 13:40:00+00:00,33,192.82,313,2.5503468412567888e-05,33
2024-05-28,2024-05-28 13:41:00+00:00,33,192.52,280,2.5503468412567888e-05,33
2024-05-28,2024-05-28 13:42:00+00:00,77,192.52,203,3.895719149483587e-05,77
2024-05-28,2024-05-28 13:43:00+00:00,33,192.36,170,2.5503468412567888e-05,33
2024-05-28,2024-05-28 13:44:00+00:00,11,191.96,159,1.4724434353265188e-05,11
2024-05-28,2024-05-28 13:45:00+00:00,38,191.92,121,2.736743377695702e-05,38
2024-05-28,2024-05-28 13:46:00+00:00,44,191.64,77,2.9448868706530376e-05,44
2024-05-28,2024-05-28 13:47:00+00:00,10,191.48,67,1.4039197303640975e-05,10
2024-05-28,2024-05-28 13:48:00+00:00,67,191.26,0,3.633956120036058e-05,77
2024-05-30,2024-05-30 13:30:00+00:00,46,191.14,954,3.0110723675803213e-05,46
2024-05-30,2024-05-30 13:31:00+00:00,10,191.1,944,1.4039197303640975e-05,10
2024-05-30,2024-05-30 13:32:00+00:00,77,191.32,867,3.895719149483587e-05,77
2024-05-30,2024-05-30 13:33:00+00:00,78,191.48,789,3.920934423397525e-05,78
2024-05-30,2024-05-30 13:34:00+00:00,48,191.42,741,3.0758340209879466e-05,48
2024-05-30,2024-05-30 13:35:00+00:00,77,191.46,664,3.895719149483587e-05,77
2024-05-30,2024-05-30 13:36:00+00:00,89,191.4,575,4.188295169018039e-05,89
2024-05-30,2024-05-30 13:37:00+00:00,77,191.22,498,3.895719149483587e-05,77
2024-05-30,2024-05-30 13:38:00+00:00,48,191.38,450,3.0758340209879466e-05,48
2024-05-30,2024-05-30 13:39:00+00:00,10,191.68,440,1.4039197303640975e-05,10
2024-05-30,2024-05-30 13:40:00+00:00,89,191.9,351,4.188295169018039e-05,89
2024-05-30,2024-05-30 13:41:00+00:00,77,191.89,274,3.895719149483587e-05,77
2024-05-30,2024-05-30 13:42:00+00:00,78,192.01,196,3.920934423397525e-05,78
2024-05-30,2024-05-30 13:43:00+00:00,77,192.1,119,3.895719149483587e-05,77
2024-05-30,2024-05-30 13:44:00+00:00,32,192.05,87,2.511407961637838e-05,32
2024-05-30,2024-05-30 13:45:00+00:00,56,192.03,31,3.3222804535606804e-05,56
2024-05-30,2024-05-30 13:46:00+00:00,31,191.9,0,2.471855758099036e-05,89
2024-06-05,2024-06-05 13:30:00+00:00,46,195.74,954,3.0110723675803213e-05,46
2024-06-05,2024-06-05 13:31:00+00:00,78,196.06,876,3.920934423397525e-05,78
2024-06-05,2024-06-05 13:32:00+00:00,78,196.41,798,3.920934423397525e-05,78
2024-06-05,2024-06-05 13:33:00+00:00,48,196.22,750,3.0758340209879466e-05,48
2024-06-05,2024-06-05 13:34:00+00:00,33,196.04,717,2.5503468412567888e-05,33
2024-06-05,2024-06-05 13:35:00+00:00,35,195.47,682,2.6264933147772528e-05,35
2024-06-05,2024-06-05 13:36:00+00:00,77,195.15,605,3.895719149483587e-05,77
2024-06-05,2024-06-05 13:37:00+00:00,44,195.12,561,2.9448868706530376e-05,44
2024-06-05,2024-06-05 13:38:00+00:00,78,195.21,483,3.920934423397525e-05,78
2024-06-05,2024-06-05 13:39:00+00:00,33,195.34,450,2.5503468412567888e-05,33
2024-06-05,2024-06-05 13:40:00+00:00,77,195.27,373,3.895719149483587e-05,77
2024-06-05,2024-06-05 13:41:00+00:00,33,195.35,340,2.5503468412567888e-05,33
2024-06-05,2024-06-05 13:42:00+00:00,35,195.32,305,2.6264933147772528e-05,35
2024-06-05,2024-06-05 13:43:00+00:00,10,195.46,295,1.4039197303640975e-05,10
2024-06-05,2024-06-05 13:44:00+00:00,89,195.39,206,4.188295169018039e-05,89
2024-06-05,2024-06-05 13:45:00+00:00,44,195.45,162,2.9448868706530376e-05,44
2024-06-05,2024-06-05 13:46:00+00:00,36,195.33,126,2.6637504e-05,36
2024-06-05,2024-06-05 13:47:00+00:00,8,195.16,118,1.255703980818919e-05,8
2024-06-05,2024-06-05 13:48:00+00:00,1,195.17,117,4.439584e-06,1
2024-06-05,2024-06-05 13:49:00+00:00,44,195.19,73,2.9448868706530376e-05,44
2024-06-05,2024-06-05 13:50:00+00:00,73,195.22,0,3.7931822323651786e-05,77
2024-06-06,2024-06-06 13:30:00+00:00,46,196.17,954,3.0110723675803213e-05,46
2024-06-06,2024-06-06 13:31:00+00:00,77,196.35,877,3.895719149483587e-05,77
2024-06-06,2024-06-06 13:32:00+00:00,48,196.36,829,3.0758340209879466e-05,48
2024-06-06,2024-06-06 13:33:00+00:00,61,196.1,768,3.4674259497160366e-05,61
2024-06-06,2024-06-06 13:34:00+00:00,31,195.93,737,2.471855758099036e-05,31
2024-06-06,2024-06-06 13:35:00+00:00,79,195.81,658,3.945988572400361e-05,79
2024-06-06,2024-06-06 13:36:00+00:00,33,195.67,625,2.5503468412567888e-05,33
2024-06-06,2024-06-06 13:37:00+00:00,35,195.61,590,2.6264933147772528e-05,35
2024-06-06,2024-06-06 13:38:00+00:00,10,195.55,580,1.4039197303640975e-05,10
2024-06-06,2024-06-06 13:39:00+00:00,79,195.62,501,3.945988572400361e-05,79
2024-06-06,2024-06-06 13:40:00+00:00,79,195.57,422,3.945988572400361e-05,79
2024-06-06,2024-06-06 13:41:00+00:00,20,195.53,402,1.9854423231640855e-05,20
2024-06-06,2024-06-06 13:42:00+00:00,10,195.68,392,1.4039197303640975e-05,10
2024-06-06,2024-06-06 13:43:00+00:00,10,195.72,382,1.4039197303640975e-05,10
2024-06-06,2024-06-06 13:44:00+00:00,77,195.81,305,3.895719149483587e-05,77
2024-06-06,2024-06-06 13:45:00+00:00,36,195.74,269,2.6637504e-05,36
2024-06-06,2024-06-06 13:46:00+00:00,89,195.65,180,4.188295169018039e-05,89
2024-06-06,2024-06-06 13:47:00+00:00,89,195.64,91,4.188295169018039e-05,89
2024-06-06,2024-06-06 13:48:00+00:00,77,195.81,14,3.895719149483587e-05,77
2024-06-06,2024-06-06 13:49:00+00:00,14,195.91,0,1.6611402267803402e-05,78
2024-06-13,2024-06-13 13:30:00+00:00,46,215.95,954,3.0110723675803213e-05,46
2024-06-13,2024-06-13 13:31:00+00:00,78,215.26,876,3.920934423397525e-05,78
2024-06-13,2024-06-13 13:32:00+00:00,78,215.3,798,3.920934423397525e-05,78
2024-06-13,2024-06-13 13:33:00+00:00,78,216.25,720,3.920934423397525e-05,78
2024-06-13,2024-06-13 13:34:00+00:00,78,215.99,642,3.920934423397525e-05,78
2024-06-13,2024-06-13 13:35:00+00:00,57,215.14,585,3.351812416147706e-05,57
2024-06-13,2024-06-13 13:36:00+00:00,78,215.35,507,3.920934423397525e-05,78
2024-06-13,2024-06-13 13:37:00+00:00,78,215.86,429,3.920934423397525e-05,78
2024-06-13,2024-06-13 13:38:00+00:00,77,216.58,352,3.895719149483587e-05,77
2024-06-13,2024-06-13 13:39:00+00:00,36,216.59,316,2.6637504e-05,36
2024-06-13,2024-06-13 13:40:00+00:00,77,216.28,239,3.895719149483587e-05,77
2024-06-13,2024-06-13 13:41:00+00:00,48,216.62,191,3.0758340209879466e-05,48
2024-06-13,2024-06-13 13:42:00+00:00,78,216.27,113,3.920934423397525e-05,78
2024-06-13,2024-06-13 13:43:00+00:00,78,216.47,35,3.920934423397525e-05,78
2024-06-13,2024-06-13 13:44:00+00:00,35,216.52,0,2.6264933147772528e-05,77
2024-06-28,2024-06-28 13:30:00+00:00,46,216.02,954,3.0110723675803213e-05,46
2024-06-28,2024-06-28 13:31:00+00:00,45,215.48,909,2.978163484746128e-05,45
2024-06-28,2024-06-28 13:32:00+00:00,33,216.05,876,2.5503468412567888e-05,33
2024-06-28,2024-06-28 13:33:00+00:00,89,215.99,787,4.188295169018039e-05,89
2024-06-28,2024-06-28 13:34:00+00:00,48,214.93,739,3.0758340209879466e-05,48
2024-06-28,2024-06-28 13:35:00+00:00,78,215.1,661,3.920934423397525e-05,78
2024-06-28,2024-06-28 13:36:00+00:00,10,214.99,651,1.4039197303640975e-05,10
2024-06-28,2024-06-28 13:37:00+00:00,77,214.99,574,3.895719149483587e-05,77
2024-06-28,2024-06-28 13:38:00+00:00,33,214.88,541,2.5503468412567888e-05,33
2024-06-28,2024-06-28 13:39:00+00:00,89,214.83,452,4.188295169018039e-05,89
2024-06-28,2024-06-28 13:40:00+00:00,33,214.66,419,2.5503468412567888e-05,33
2024-06-28,2024-06-28 13:41:00+00:00,45,214.6,374,2.978163484746128e-05,45
2024-06-28,2024-06-28 13:42:00+00:00,10,214.61,364,1.4039197303640975e-05,10
2024-06-28,2024-06-28 13:43:00+00:00,8,214.67,356,1.255703980818919e-05,8
2024-06-28,2024-06-28 13:44:00+00:00,39,214.65,317,2.7725193193721555e-05,39
2024-06-28,2024-06-28 13:45:00+00:00,48,214.55,269,3.0758340209879466e-05,48
2024-06-28,2024-06-28 13:46:00+00:00,77,214.62,192,3.895719149483587e-05,77
2024-06-28,2024-06-28 13:47:00+00:00,77,214.74,115,3.895719149483587e-05,77
2024-06-28,2024-06-28 13:48:00+00:00,44,214.93,71,2.9448868706530376e-05,44
2024-06-28,2024-06-28 13:49:00+00:00,48,214.91,23,3.0758340209879466e-05,48
2024-06-28,2024-06-28 13:50:00+00:00,10,214.43,13,1.4039197303640975e-05,10
2024-06-28,2024-06-28 13:51:00+00:00,13,214.39,0,1.600714775372952e-05,77
2024-07-08,2024-07-08 13:30:00+00:00,46,227.33,954,3.0110723675803213e-05,46
2024-07-08,2024-07-08 13:31:00+00:00,63,227.13,891,3.523810556574414e-05,63
2024-07-08,2024-07-08 13:32:00+00:00,10,226.96,881,1.4039197303640975e-05,10
2024-07-08,2024-07-08 13:33:00+00:00,100,226.96,781,4.439584e-05,100
2024-07-08,2024-07-08 13:34:00+00:00,10,226.86,771,1.4039197303640975e-05,10
2024-07-08,2024-07-08 13:35:00+00:00,61,227.0,710,3.4674259497160366e-05,61
2024-07-08,2024-07-08 13:36:00+00:00,78,225.91,632,3.920934423397525e-05,78
2024-07-08,2024-07-08 13:37:00+00:00,38,225.27,594,2.736743377695702e-05,38
2024-07-08,2024-07-08 13:38:00+00:00,2,224.92,592,6.278519904094595e-06,2
2024-07-08,2024-07-08 13:39:00+00:00,78,224.65,514,3.920934423397525e-05,78
2024-07-08,2024-07-08 13:40:00+00:00,44,224.79,470,2.9448868706530376e-05,44
2024-07-08,2024-07-08 13:41:00+00:00,46,224.96,424,3.0110723675803213e-05,46
2024-07-08,2024-07-08 13:42:00+00:00,78,225.16,346,3.920934423397525e-05,78
2024-07-08,2024-07-08 13:43:00+00:00,32,224.76,314,2.511407961637838e-05,32
2024-07-08,2024-07-08 13:44:00+00:00,38,224.45,276,2.736743377695702e-05,38
2024-07-08,2024-07-08 13:45:00+00:00,78,224.29,198,3.920934423397525e-05,78
2024-07-08,2024-07-08 13:46:00+00:00,48,224.01,150,3.0758340209879466e-05,48
2024-07-08,2024-07-08 13:47:00+00:00,77,224.22,73,3.895719149483587e-05,77
2024-07-08,2024-07-08 13:48:00+00:00,73,224.2,0,3.7931822323651786e-05,77
2024-07-09,2024-07-09 13:30:00+00:00,78,228.2,922,3.920934423397525e-05,78
2024-07-09,2024-07-09 13:31:00+00:00,10,227.36,912,1.4039197303640975e-05,10
2024-07-09,2024-07-09 13:32:00+00:00,33,226.92,879,2.5503468412567888e-05,33
2024-07-09,2024-07-09 13:33:00+00:00,48,226.95,831,3.0758340209879466e-05,48
2024-07-09,2024-07-09 13:34:00+00:00,48,227.18,783,3.0758340209879466e-05,48
2024-07-09,2024-07-09 13:35:00+00:00,48,227.06,735,3.0758340209879466e-05,48
2024-07-09,2024-07-09 13:36:00+00:00,48,227.71,687,3.0758340209879466e-05,48
2024-07-09,2024-07-09 13:37:00+00:00,89,227.73,598,4.188295169018039e-05,89
2024-07-09,2024-07-09 13:38:00+00:00,89,227.67,509,4.188295169018039e-05,89
2024-07-09,2024-07-09 13:39:00+00:00,78,227.72,431,3.920934423397525e-05,78
2024-07-09,2024-07-09 13:40:00+00:00,77,227.89,354,3.895719149483587e-05,77
2024-07-09,2024-07-09 13:41:00+00:00,89,227.67,265,4.188295169018039e-05,89
2024-07-09,2024-07-09 13:42:00+00:00,78,227.49,187,3.920934423397525e-05,78
2024-07-09,2024-07-09 13:43:00+00:00,10,227.36,177,1.4039197303640975e-05,10
2024-07-09,2024-07-09 13:44:00+00:00,78,227.39,99,3.920934423397525e-05,78
2024-07-09,2024-07-09 13:45:00+00:00,70,227.29,29,3.714422467240257e-05,70
2024-07-09,2024-07-09 13:46:00+00:00,29,227.49,0,2.390789151511743e-05,44
2024-07-17,2024-07-17 13:30:00+00:00,46,230.17,954,3.0110723675803213e-05,46
2024-07-17,2024-07-17 13:31:00+00:00,13,230.79,941,1.600714775372952e-05,13
2024-07-17,2024-07-17 13:32:00+00:00,78,231.05,863,3.920934423397525e-05,78
2024-07-17,2024-07-17 13:33:00+00:00,44,231.14,819,2.9448868706530376e-05,44
2024-07-17,2024-07-17 13:34:00+00:00,78,231.44,741,3.920934423397525e-05,78
2024-07-17,2024-07-17 13:35:00+00:00,77,231.34,664,3.895719149483587e-05,77
2024-07-17,2024-07-17 13:36:00+00:00,77,231.17,587,3.895719149483587e-05,77
2024-07-17,2024-07-17 13:37:00+00:00,77,230.81,510,3.895719149483587e-05,77
2024-07-17,2024-07-17 13:38:00+00:00,13,230.69,497,1.600714775372952e-05,13
2024-07-17,2024-07-17 13:39:00+00:00,77,230.5,420,3.895719149483587e-05,77
2024-07-17,2024-07-17 13:40:00+00:00,64,230.1,356,3.5516672e-05,64
2024-07-17,2024-07-17 13:41:00+00:00,77,229.97,279,3.895719149483587e-05,77
2024-07-17,2024-07-17 13:42:00+00:00,77,229.9,202,3.895719149483587e-05,77
2024-07-17,2024-07-17 13:43:00+00:00,78,228.85,124,3.920934423397525e-05,78
2024-07-17,2024-07-17 13:44:00+00:00,77,228.36,47,3.895719149483587e-05,77
2024-07-17,2024-07-17 13:45:00+00:00,47,228.8,0,3.043625447346687e-05,78
2024-08-07,2024-08-07 13:30:00+00:00,46,208.34,954,3.0110723675803213e-05,46
2024-08-07,2024-08-07 13:31:00+00:00,77,208.93,877,3.895719149483587e-05,77
2024-08-07,2024-08-07 13:32:00+00:00,77,209.34,800,3.895719149483587e-05,77
2024-08-07,2024-08-07 13:33:00+00:00,48,209.37,752,3.0758340209879466e-05,48
2024-08-07,2024-08-07 13:34:00+00:00,48,209.74,704,3.0758340209879466e-05,48
2024-08-07,2024-08-07 13:35:00+00:00,33,209.82,671,2.5503468412567888e-05,33
2024-08-07,2024-08-07 13:36:00+00:00,77,210.39,594,3.895719149483587e-05,77
2024-08-07,2024-08-07 13:37:00+00:00,89,210.98,505,4.188295169018039e-05,89
2024-08-07,2024-08-07 13:38:00+00:00,33,210.95,472,2.5503468412567888e-05,33
2024-08-07,2024-08-07 13:39:00+00:00,35,211.47,437,2.6264933147772528e-05,35
2024-08-07,2024-08-07 13:40:00+00:00,10,211.45,427,1.4039197303640975e-05,10
2024-08-07,2024-08-07 13:41:00+00:00,48,211.63,379,3.0758340209879466e-05,48
2024-08-07,2024-08-07 13:42:00+00:00,10,211.6,369,1.4039197303640975e-05,10
2024-08-07,2024-08-07 13:43:00+00:00,44,211.23,325,2.9448868706530376e-05,44
2024-08-07,2024-08-07 13:44:00+00:00,77,211.4,248,3.895719149483587e-05,77
2024-08-07,2024-08-07 13:45:00+00:00,48,211.42,200,3.0758340209879466e-05,48
2024-08-07,2024-08-07 13:46:00+00:00,89,211.7,111,4.188295169018039e-05,89
2024-08-07,2024-08-07 13:47:00+00:00,39,211.61,72,2.7725193193721555e-05,39
2024-08-07,2024-08-07 13:48:00+00:00,72,212.09,0,3.7671119424567565e-05,78
2024-08-09,2024-08-09 13:30:00+00:00,78,212.45,922,3.920934423397525e-05,78
2024-08-09,2024-08-09 13:31:00+00:00,48,212.87,874,3.0758340209879466e-05,48
2024-08-09,2024-08-09 13:32:00+00:00,45,212.88,829,2.978163484746128e-05,45
2024-08-09,2024-08-09 13:33:00+00:00,77,213.31,752,3.895719149483587e-05,77
2024-08-09,2024-08-09 13:34:00+00:00,33,213.22,719,2.5503468412567888e-05,33
2024-08-09,2024-08-09 13:35:00+00:00,33,213.42,686,2.5503468412567888e-05,33
2024-08-09,2024-08-09 13:36:00+00:00,33,213.45,653,2.5503468412567888e-05,33
2024-08-09,2024-08-09 13:37:00+00:00,10,213.48,643,1.4039197303640975e-05,10
2024-08-09,2024-08-09 13:38:00+00:00,45,213.34,598,2.978163484746128e-05,45
2024-08-09,2024-08-09 13:39:00+00:00,45,213.41,553,2.978163484746128e-05,45
2024-08-09,2024-08-09 13:40:00+00:00,33,213.36,520,2.5503468412567888e-05,33
2024-08-09,2024-08-09 13:41:00+00:00,60,213.05,460,3.438886979217782e-05,60
2024-08-09,2024-08-09 13:42:00+00:00,57,212.87,403,3.351812416147706e-05,57
2024-08-09,2024-08-09 13:43:00+00:00,45,212.57,358,2.978163484746128e-05,45
2024-08-09,2024-08-09 13:44:00+00:00,35,212.55,323,2.6264933147772528e-05,35
2024-08-09,2024-08-09 13:45:00+00:00,33,212.81,290,2.5503468412567888e-05,33
2024-08-09,2024-08-09 13:46:00+00:00,35,212.56,255,2.6264933147772528e-05,35
2024-08-09,2024-08-09 13:47:00+00:00,89,212.66,166,4.188295169018039e-05,89
2024-08-09,2024-08-09 13:48:00+00:00,20,213.12,146,1.9854423231640855e-05,20
2024-08-09,2024-08-09 13:49:00+00:00,49,213.1,97,3.1077088e-05,49
2024-08-09,2024-08-09 13:50:00+00:00,61,213.14,36,3.4674259497160366e-05,61
2024-08-09,2024-08-09 13:51:00+00:00,10,213.24,26,1.4039197303640975e-05,10
2024-08-09,2024-08-09 13:52:00+00:00,26,213.29,0,2.263752544823431e-05,66
2024-08-21,2024-08-21 13:30:00+00:00,78,226.62,922,3.920934423397525e-05,78
2024-08-21,2024-08-21 13:31:00+00:00,33,226.66,889,2.5503468412567888e-05,33
2024-08-21,2024-08-21 13:32:00+00:00,13,226.56,876,1.600714775372952e-05,13
2024-08-21,2024-08-21 13:33:00+00:00,77,226.63,799,3.895719149483587e-05,77
2024-08-21,2024-08-21 13:34:00+00:00,33,226.5,766,2.5503468412567888e-05,33
2024-08-21,2024-08-21 13:35:00+00:00,89,226.62,677,4.188295169018039e-05,89
2024-08-21,2024-08-21 13:36:00+00:00,48,226.58,629,3.0758340209879466e-05,48
2024-08-21,2024-08-21 13:37:00+00:00,44,226.35,585,2.9448868706530376e-05,44
2024-08-21,2024-08-21 13:38:00+00:00,89,226.35,496,4.188295169018039e-05,89
2024-08-21,2024-08-21 13:39:00+00:00,77,226.32,419,3.895719149483587e-05,77
2024-08-21,2024-08-21 13:40:00+00:00,61,226.27,358,3.4674259497160366e-05,61
2024-08-21,2024-08-21 13:41:00+00:00,12,226.55,346,1.5379170104939733e-05,12
2024-08-21,2024-08-21 13:42:00+00:00,10,226.58,336,1.4039197303640975e-05,10
2024-08-21,2024-08-21 13:43:00+00:00,20,226.74,316,1.9854423231640855e-05,20
2024-08-21,2024-08-21 13:44:00+00:00,10,226.78,306,1.4039197303640975e-05,10
2024-08-21,2024-08-21 13:45:00+00:00,10,226.78,296,1.4039197303640975e-05,10
2024-08-21,2024-08-21 13:46:00+00:00,77,226.97,219,3.895719149483587e-05,77
2024-08-21,2024-08-21 13:47:00+00:00,24,226.95,195,2.1749430940448624e-05,24
2024-08-21,2024-08-21 13:48:00+00:00,46,226.95,149,3.0110723675803213e-05,46
2024-08-21,2024-08-21 13:49:00+00:00,10,226.89,139,1.4039197303640975e-05,10
2024-08-21,2024-08-21 13:50:00+00:00,33,226.83,106,2.5503468412567888e-05,33
2024-08-21,2024-08-21 13:51:00+00:00,89,226.8,17,4.188295169018039e-05,89
2024-08-21,2024-08-21 13:52:00+00:00,17,226.7,0,1.8304873765802157e-05,100
2024-08-27,2024-08-27 13:30:00+00:00,46,226.26,954,3.0110723675803213e-05,46
2024-08-27,2024-08-27 13:31:00+00:00,33,225.99,921,2.5503468412567888e-05,33
2024-08-27,2024-08-27 13:32:00+00:00,77,225.91,844,3.895719149483587e-05,77
2024-08-27,2024-08-27 13:33:00+00:00,33,225.91,811,2.5503468412567888e-05,33
2024-08-27,2024-08-27 13:34:00+00:00,25,225.88,786,2.219792e-05,25
2024-08-27,2024-08-27 13:35:00+00:00,89,225.67,697,4.188295169018039e-05,89
2024-08-27,2024-08-27 13:36:00+00:00,33,225.53,664,2.5503468412567888e-05,33
2024-08-27,2024-08-27 13:37:00+00:00,39,225.38,625,2.7725193193721555e-05,39
2024-08-27,2024-08-27 13:38:00+00:00,32,225.2,593,2.511407961637838e-05,32
2024-08-27,2024-08-27 13:39:00+00:00,33,225.17,560,2.5503468412567888e-05,33
2024-08-27,2024-08-27 13:40:00+00:00,33,225.09,527,2.5503468412567888e-05,33
2024-08-27,2024-08-27 13:41:00+00:00,33,225.42,494,2.5503468412567888e-05,33
2024-08-27,2024-08-27 13:42:00+00:00,33,225.47,461,2.5503468412567888e-05,33
2024-08-27,2024-08-27 13:43:00+00:00,27,225.52,434,2.30687551574096e-05,27
2024-08-27,2024-08-27 13:44:00+00:00,89,225.54,345,4.188295169018039e-05,89
2024-08-27,2024-08-27 13:45:00+00:00,22,225.51,323,2.0823494760659942e-05,22
2024-08-27,2024-08-27 13:46:00+00:00,33,225.29,290,2.5503468412567888e-05,33
2024-08-27,2024-08-27 13:47:00+00:00,89,225.49,201,4.188295169018039e-05,89
2024-08-27,2024-08-27 13:48:00+00:00,89,225.95,112,4.188295169018039e-05,89
2024-08-27,2024-08-27 13:49:00+00:00,77,226.06,35,3.895719149483587e-05,77
2024-08-27,2024-08-27 13:50:00+00:00,35,226.23,0,2.6264933147772528e-05,77
2024-09-10,2024-09-10 13:30:00+00:00,77,220.0,923,3.895719149483587e-05,77
2024-09-10,2024-09-10 13:31:00+00:00,44,219.72,879,2.9448868706530376e-05,44
2024-09-10,2024-09-10 13:32:00+00:00,78,219.83,801,3.920934423397525e-05,78
2024-09-10,2024-09-10 13:33:00+00:00,78,219.42,723,3.920934423397525e-05,78
2024-09-10,2024-09-10 13:34:00+00:00,57,218.97,666,3.351812416147706e-05,57
2024-09-10,2024-09-10 13:35:00+00:00,77,218.79,589,3.895719149483587e-05,77
2024-09-10,2024-09-10 13:36:00+00:00,78,218.02,511,3.920934423397525e-05,78
2024-09-10,2024-09-10 13:37:00+00:00,78,218.13,433,3.920934423397525e-05,78
2024-09-10,2024-09-10 13:38:00+00:00,77,217.84,356,3.895719149483587e-05,77
2024-09-10,2024-09-10 13:39:00+00:00,78,217.62,278,3.920934423397525e-05,78
2024-09-10,2024-09-10 13:40:00+00:00,77,217.45,201,3.895719149483587e-05,77
2024-09-10,2024-09-10 13:41:00+00:00,78,217.52,123,3.920934423397525e-05,78
2024-09-10,2024-09-10 13:42:00+00:00,71,217.16,52,3.74085997145974e-05,71
2024-09-10,2024-09-10 13:43:00+00:00,46,217.01,6,3.0110723675803213e-05,46
2024-09-10,2024-09-10 13:44:00+00:00,6,217.31,0,1.0874715470224312e-05,39
2024-09-19,2024-09-19 13:30:00+00:00,46,225.38,954,3.0110723675803213e-05,46
2024-09-19,2024-09-19 13:31:00+00:00,78,225.09,876,3.920934423397525e-05,78
2024-09-19,2024-09-19 13:32:00+00:00,33,225.39,843,2.5503468412567888e-05,33
2024-09-19,2024-09-19 13:33:00+00:00,77,225.68,766,3.895719149483587e-05,77
2024-09-19,2024-09-19 13:34:00+00:00,78,226.06,688,3.920934423397525e-05,78
2024-09-19,2024-09-19 13:35:00+00:00,78,226.01,610,3.920934423397525e-05,78
2024-09-19,2024-09-19 13:36:00+00:00,46,226.19,564,3.0110723675803213e-05,46
2024-09-19,2024-09-19 13:37:00+00:00,77,226.41,487,3.895719149483587e-05,77
2024-09-19,2024-09-19 13:38:00+00:00,46,226.6,441,3.0110723675803213e-05,46
2024-09-19,2024-09-19 13:39:00+00:00,33,226.66,408,2.5503468412567888e-05,33
2024-09-19,2024-09-19 13:40:00+00:00,77,226.81,331,3.895719149483587e-05,77
2024-09-19,2024-09-19 13:41:00+00:00,10,226.93,321,1.4039197303640975e-05,10
2024-09-19,2024-09-19 13:42:00+00:00,46,226.79,275,3.0110723675803213e-05,46
2024-09-19,2024-09-19 13:43:00+00:00,78,226.74,197,3.920934423397525e-05,78
2024-09-19,2024-09-19 13:44:00+00:00,63,226.86,134,3.523810556574414e-05,63
2024-09-19,2024-09-19 13:45:00+00:00,78,227.23,56,3.920934423397525e-05,78
2024-09-19,2024-09-19 13:46:00+00:00,56,227.21,0,3.3222804535606804e-05,61
